Codigo;Estacion;Longitud;Latitud;Ciudad;Barrio;Comuna;Corregimiento;Vereda;Fecha_Instalacion;Estado
239;Piedras Blancas - Nivel;-75.5107;6.34629;Copacabana;Simon Bolivar;;;;3/10/2017;Activa
240;Q. La Valeria - Nivel;-75.64491;6.09199;Caldas;;;;La Valeria;5/10/2017;Activa
241;Sede Social Picacho Las Vegas;-75.58336;6.29515;Medellin;Picacho;06 Doce Octubre;;;12/10/2017;Activa
242;IE Jesus Maria Valle;-75.58216;6.30065;Medellin;Picacho;06 Doce Octubre;;;17/10/2017;Activa
243;Unisabaneta-Caequinos - Humedad;-75.6045;6.13773;Sabaneta;;;;La Doctora;17/04/2017;Inactiva
244;Bomberos Envigado - Pluvio;-75.60088;6.16663;Envigado;Las Vegas;;;;20/10/2017;Activa
245;Q. La miel - Nivel;-75.62083;6.10153;Caldas;;;;La Miel;25/10/2017;Activa
246;Q. La Raya - Nivel;-75.6409;6.11194;La Estrella;;;;La Raya;31/10/2017;Activa
247;Q. El Tablazo - Nivel;-75.61275;6.18111;Itagüí;El Progreso;;;;1/11/2017;Activa
248;Vivero EPM Piedras Blancas - Pluvio;-75.49397;6.28328;Guarne;;;;Piedras Blancas;3/11/2017;Activa
249;Escuela CEDEPRO;-75.63624;6.21959;Medellin;;;70 Altavista;Buga - Patio Bonito;17/11/2017;Activa
251;Q.  la Lopez - Nivel;-75.325;6.42972;Barbosa;;;;Buenos Aires;8/11/2017;Activa
252;Alcaldia Envigado - Meteorologica;-75.5883;6.1699;Envigado;Sector Central;;;;24/04/2017;Activa
253;Parque 3 Aguas - Pluvio;-75.63536;6.09628;Caldas;;;;La Miel;14/11/2017;Activa
254;SOS Aburra Norte - Girardota - Meteorologica;-75.45091;6.37904;Girardota;Juan XXIII;;;;15/11/2017;Inactiva
256;Puerto Triunfo - Pluviometro;-74.64149;5.86831;Puerto Triunfo;Sector Central;;;;22/11/2017;Activa
257;Puerto Triunfo - Disdrometro;-74.64149;5.86831;Puerto Triunfo;Sector Central;;;;13/06/2018;Activa
259;Andalucia Caldas - Nivel;-75.62651;6.09259;Caldas;Andalucia;;;;28/11/2017;Activa
260;Puente Gabino - Nivel;-75.20589;6.55962;Barbosa;;;;El Caney;29/11/2017;Activa
261;Deslizamiento La raya - Pluviografica;-75.6481;6.1138;La Estrella;;;;San Miguel;30/11/2017;Activa
263;La clara digital- Pluviografica;-75.61976;6.04869;Caldas;;;;La Clara;14/12/2017;Inactiva
265;Q. La loca El cafetal - Nivel;-75.58002;6.31582;Bello;Paris;Comuna 01;;;14/12/2017;Activa
266;Himalaya - Pluvio;-75.63962;6.14716;La Estrella;;;;Pueblo Viejo;18/12/2017;Activa
267;Colegio Canadiense - Pluviografica;-75.63836;6.13166;La Estrella;;;;Penas Blancas;18/12/2017;Activa
268;Q La Bermejala - Nivel;-75.6357;6.13278;La Estrella;;;;La Tablaza;20/12/2017;Activa
269;Parque de las Aguas - Thies;-75.41871;6.40661;Barbosa;;;;Filo Verde;4/01/2018;Activa
271;Jorge Eliecer Gaitan - Thies;-75.55866;6.33711;Bello;Sector Central;Comuna 04;;;4/01/2018;Activa
272;Q. El Salado - Vereda Jamundi - Nivel ;-75.43395;6.35787;Girardota;;;;Jamundi;5/01/2018;Activa
273;Q. Mal Paso - Nivel;-75.58707;6.28231;Medellin;El Diamante;07 Robledo;;;15/01/2018;Activa
274;Carpinelo amapolita - Pluvio;-75.53819;6.2871;Medellin;Carpinelo;01 Popular;;;19/01/2018;Activa
275;Q. La loca El cafetal - Pluvio;-75.58002;6.31582;Bello;Paris;Comuna 01;;;16/01/2018;Activa
278;Vereda Potrerito - Pluviografica;-75.32106;6.42525;Barbosa;;;;Potrerito;31/01/2018;Activa
281;Megacolegio - Pluviografica;-75.58583;6.31043;Bello;Paris;Comuna 01;;;15/02/2018;Activa
282;La isla - Pluviografica;-75.57322;6.31095;Bello;La Maruchenga;Comuna 01;;;16/02/2018;Activa
283;Q. Montanita - Nivel;-75.57704;6.31196;Bello;Paris;Comuna 01;;;19/02/2018;Activa
284;El Remanso - Nivel;-75.57575;6.14522;Envigado;El Salado;;;;13/04/2018;Activa
286;Represa piedras blancas - Nivel;-75.50381;6.29692;Guarne;;;;Piedras Blancas;28/02/2018;Activa
287;Represa piedras blancas - Pluvio;-75.50381;6.29692;Guarne;;;;Penas Blancas;22/02/2018;Activa
288;Colegio Waldorf - Pluviografica;-75.64743;6.15926;La Estrella;Bellavista;;;;21/03/2018;Activa
289;Seminario Redemptoris - Pluviografica;-75.53711;6.22417;Medellin;;;90 Santa Elena;Las Palmas;22/03/2018;Activa
290;Q Yerbabuena - Nivel;-75.56105;6.21154;Medellin;Las Lomas No.1;14 El Poblado;;;5/04/2018;Activa
295;Laguna Quitasol - Pluviografica;-75.55572;6.35789;Bello;;;;Tierradentro;23/04/2018;Activa
296;Laguna Quitasol - Humedad;-75.55571;6.35787;Bello;;;;Tierradentro;23/04/2018;Activa
297;Q. La Valeria - Calidad del Agua;-75.64822;6.09492;Caldas;;;;La Valeria;24/04/2018;Inactiva
298;Torre SIATA - Pluvio OTT;-75.5889;6.2589;Medellin;Estadio;11 Laureles - Estadio;;;2/05/2018;Inactiva
302;Ituango - Nivel;-75.64523;7.13905;Ituango;;;Santa Rita;Las Aguitas;11/05/2018;Activa
303;Campamento Villa Luz - Meteorologica;-75.67957;7.12582;Ituango;;;;;11/05/2018;Inactiva
305;Tunel vial (salida) - Thiess;-75.65615;7.13693;Ituango;;;;;17/05/2018;Inactiva
306;Tunel vial (salida a presa) - Meteorologica;-75.67959;7.12582;Ituango;;;;;18/05/2018;Inactiva
307;Tunel vial (acceso) - Meteorologica;-75.66176;7.12333;Ituango;;;;;18/05/2018;Inactiva
308;Pozo de humos - Meteorologica;-75.67957;7.12582;Ituango;;;;;19/05/2018;Inactiva
309;Pozo de aireacion de almaneras - Meteorologica;-75.67957;7.12582;Ituango;;;;;19/05/2018;Inactiva
310;Subestacion Boxculvert - Meteorologica;-75.67957;7.12582;Ituango;;;;;19/05/2018;Inactiva
311;Casa Siata - Pluviografica;-75.57971;6.19603;Medellin;Aguacatala;14 El Poblado;;;5/06/2018;Inactiva
312;Pozo compuertas - Meteorologica;-75.65997;7.13147;Ituango;;;;;24/05/2018;Inactiva
313;La Ye - Meteorologica;-75.55064;6.18254;Medellin;;;90 Santa Elena;Las Palmas;29/05/2018;Activa
315;Casa Siata - Disdrometro;-75.57971;6.19603;Medellin;Aguacatala;14 El Poblado;;;5/06/2018;Inactiva
316;Q. El Hato - Espiritu Santo;-75.56638;6.33244;Bello;Espiritu Santo;Comuna 04;;;30/07/2018;Activa
317;Q. Avelina - Hato Viejo;-75.57277;6.33748;Bello;;;;Hato Viejo;7/06/2018;Activa
318;Institucion Rafael J. Mejia - Thies;-75.62139;6.14564;Sabaneta;Tres Esquinas;;;;14/06/2018;Activa
319;Institucion Educativa Colombia. Girardota - Thiess;-75.44399;6.37852;Girardota;Aurelio Mejia;;;;19/06/2018;Inactiva
320;Palmitas potrera - Pluvio;-75.69977;6.35665;Medellin;;;50 Palmitas;Potrero - Miseranga;27/06/2018;Activa
322;Metro La Estrella - Meteorologica;-75.62749;6.15231;Sabaneta;Ancon Sur;;;;29/06/2018;Activa
323;Acueducto Hatillo - Pluviografica;-75.39823;6.41533;Barbosa;;;;Hatillo;17/07/2018;Activa
324;E.R Jamundi - Pluviografica;-75.43623;6.36452;Girardota;;;;Jamundi;17/07/2018;Activa
326;Q. La Guayabala - Nivel;-75.61354;6.20612;Medellin;;;70 Altavista;San Jose del Manzanillo;1/08/2018;Activa
327;San Jose de las Vegas - Pluviografica;-75.53833;6.12;El Retiro;;;;Carrizales;8/08/2018;Activa
328;Universidad EIA - Envigado - Pluviografica;-75.51694;6.15667;Envigado;;;;Santa Catalina;9/08/2018;Activa
329;Cascada Santa Elena  - Nivel;-75.51197;6.22679;Medellin;;;90 Santa Elena;Media Luna;24/08/2018;Inactiva
331;Ancon Sur - Nivel;-75.62808;6.15279;La Estrella;Zona Industrial;;;;3/09/2018;Activa
332;Presidenta Puente Peatonal Exito - Nivel;-75.57584;6.21095;Medellin;Astorga;14 El Poblado;;;12/09/2018;Activa
333;La Presidenta Vizcaya - Nivel;-75.56356;6.20774;Medellin;Las Lomas No 1;14 El Poblado;;;17/09/2018;Activa
334;Manuel Mejia Vallejo - pluviografica;-75.56505;6.16734;Envigado;Loma El Atravesado;;;;18/09/2018;Activa
335;Q. La Ayura Las Vegas  - Nivel;-75.58297;6.18519;Envigado;Villagrande;;;;23/10/2018;Activa
337;Bulerias - Alcantarillado;-75.59013;6.23911;Medellin;Belen;16 Belen;;;30/10/2018;Inactiva
339;Ecoparque el Salado - Pluviografica;-75.56922;6.13868;Envigado;;;;Pantanillo;23/11/2018;Activa
340;Q. Dona Maria - Temperatura;-75.59789;6.18104;Itagui;Santa Maria No. 3;;;;12/12/2018;Activa
342;Hatillo - Rio Medellin-Aburra;-75.39381;6.41249;Barbosa;;;;Hatillo;4/12/2018;Activa
344;La Harenala Santa Maria;-75.60391;6.18417;Itagüí;Santa Maria No. 1;;;;5/12/2018;Activa
345;Villa del Socorro - Meteorologica;-75.55392;6.29552;Medellin;Villa del Socorro;02 Santa Cruz;;;18/01/2019;Activa
346;Puente Machado  - Nivel;-75.53776;6.3359;Bello;Machado;Comuna 10;;;23/01/2019;Activa
347;Monte Alvernia;-75.60539;6.31041;Bello;;;;El Carmelo;5/02/2019;Inactiva
349;Institucion Educativa La Candelaria - Meteorologica;-75.54263;6.29368;Medellin;Santo Domingo Savio;01 Popular;;;30/01/2019;Activa
351;Radar de Vientos -  Disdrometro;-75.5899;6.2293;Medellin;Belen Las Playas;16 Belen;;;31/01/2019;Activa
352;Institucion Educativa La Candelaria - Pluviografica;-75.54263;6.29368;Medellin;Santo Domingo Savio;01 Popular;;;1/02/2019;Activa
353;Villa del Socorro - Pluviografica;-75.55392;6.29552;Medellin;Villa del Socorro;02 Santa Cruz;;;1/02/2019;Activa
354;Villa Niza - Meteorologica;-75.55678;6.29514;Medellin;Villa Niza;02 Santa Cruz;;;8/02/2019;Activa
355;Escuela Piedras Gordas - Meteorologica;-75.49844;6.23614;Medellin;;;90 Santa Elena;Piedras Gordas;12/02/2019;Activa
356;Villa Niza - Pluviografica;-75.55678;6.29514;Medellin;Villa Niza;02 Santa Cruz;;;8/02/2019;Activa
357;Thies Concejo de Itagui - Meteorologica;-75.6441;6.1681;Itagui;Ditaires;;;;26/02/2019;Inactiva
359;Puente Peatonal Acevedo - Nivel;-75.55708;6.30687;Medellin;La Frontera;02 Santa Cruz;;;27/02/2019;Inactiva
360;Thies Miraflores- Meteorologica;-75.54919;6.22997;Medellin;Cataluna;09 Buenos Aires;;;27/02/2019;Activa
362;Proyecto Amsterdam;-75.55743;6.20131;Medellin;El Tesoro;14 El Poblado;;;5/03/2019;Activa
365;Escuela Rural Yarumalito - Disdrometro;-75.69426;6.23309;Medellin;;;80 San Antonio de Prado;Yarumalito;7/03/2019;Activa
367;Joaquin Vallejo - Meteorologica;-75.54273;6.25513;Medellin;La Ladera;08 Villa Hermosa;NULL;NULL;18/03/2019;Activa
368;Federico Carrasquilla - Meteorologica;-75.54927;6.29722;Medellin;Popular;01 Popular;;;29/03/2019;Activa
369;Metro la estrella - Pluviografica;-75.62749;6.15231;Sabaneta;Ancon Sur;NULL;NULL;NULL;8/04/2019;Activa
370;Metro la estrella - Disdrometro;-75.62749;6.15231;Sabaneta;Ancon Sur;;;;8/04/2019;Activa
372;Comfama Copacabana - Extensometro;-75.48344;6.37659;Copacabana;;;;;3/05/2019;Inactiva
373;Ancon 2 - Pluviometro;-75.48344;6.37659;Copacabana;NULL;NULL;;Ancon Norte;3/05/2019;Activa
374;Comfama copacabana - acelerometro;-75.48282;6.37647;Copacabana;;;;;6/05/2019;Inactiva
375;Comfama copacabana - gnss;-75.48282;6.37647;Copacabana;;;;;7/05/2019;Inactiva
376;Feria de Ganado - Pluviografica;-75.56167;6.30289;Medellín;Belalcazar;05 Castilla;;;14/05/2019;Activa
377;Bulerias - Alcantarillado Lidar;-75.59291;6.23978;Medellin;Laureles;11 Laureles - Estadio;;;16/05/2019;Activa
378;Edificio camacol - Pluviografica;-75.57859;6.25393;Medellín;Naranjal;11 Laureles - Estadio;NULL;NULL;4/06/2019;Activa
379;Ancon 2 Copacabana - acelerometro;-75.48236;6.37786;Copacabana;;;;Ancon Norte;5/06/2019;Activa
381;Salinas Caldas - Acelerometro;-75.66336;6.04908;Caldas;;;;;14/06/2019;Inactiva
382;Picacha Las Violetas - Nivel;-75.61252;6.23465;Medellin;Las Violetas;16 Belen;;;14/06/2019;Activa
383;Salinas Caldas - Pluviografica;-75.66264;6.04833;Caldas;;;;Salinas;14/06/2019;Activa
384;Salinas Caldas - Extensometro;-75.66264;6.04833;Caldas;;;;;19/06/2019;Inactiva
385;Ancon 2 - Extensometro;-75.48245;6.37822;Copacabana;;;;;11/07/2019;Activa
386;Ancon 2 - GNSS;-75.4825;6.37783;Copacabana;;;;;11/07/2019;Inactiva
387;Manga Arriba - Extensometro;-75.45896;6.3516;Girardota;;;;Manga Arriba;17/07/2019;Activa
388;Torre Siata Piso 2 - Meteorologica;-75.5887;6.2592;Medellin;Estadio;11 Laureles - Estadio;NULL;NULL;6/08/2019;Inactiva
389;Manga Arriba - Pluviometro;-75.45892;6.35169;Girardota;NULL;NULL;NULL;Manga Arriba;9/08/2019;Activa
390;Manga Arriba - Acelerometro;-75.45896;6.3516;Girardota;;;;Manga Arriba;17/07/2019;Activa
391;PTAR Aguas Claras - Nivel;-75.53034;6.34183;Bello;Navarra;Comuna 9;;;26/08/2019;Inactiva
392;Universidad San buenaventura - Pluviografica;-75.57011;6.33092;Bello;Salento;Comuna 03;;;9/09/2019;Activa
393;Deprimido terminal del norte - Pluviografica;-75.57275;6.27608;Medellin;;05 Castilla;;;20/09/2019;Activa
394;Deprimido los musicos - Pluviografica;-75.58184;6.24745;Medellin;San Joaquin;11 Laureles - Estadio;;;20/09/2019;Activa
395;La harenala santa Maria- Pluviografica;-75.60391;6.18417;Itagui;Santa Maria No. 1;;;;24/09/2019;Activa
396;Quebrada Larga Stevens;-75.68574;6.20556;Medellin;;;80 San Antonio de Prado;Yarumalito;26/09/2019;Activa
397;Concejo de Itagui - Thiess;-75.6438;6.16793;Itagui;Ditares;;;;27/09/2019;Activa
398;Manga Arriba 2 - Extensometro;-75.45892;6.35169;Girardota;;;;Manga Arriba;1/10/2019;Activa
399;Institucion Educativa Jesus Maria Valle - Meteorologica;-75.58223;6.30053;Medellin;Picacho;06 Doce de Octubre;NULL;NULL;9/10/2019;Activa
401;Alcantarillado Feria Ganado - Nivel;-75.5623;6.3031;Medellin;Boyaca;05 Castilla;;;11/10/2019;Activa
402;8 de marzo - Nivel;-75.52972;6.23017;Medellin;Juan Pablo II;09 Buenos Aires;;;25/09/2019;Activa
403;Puerto Triunfo - Meteorologica;-74.6415;5.86831;Puerto Triunfo;Sector Central;;;;17/10/2019;Activa
404;Santa Elena Km11 - Nivel;-75.50208;6.21211;Medellin;NULL;NULL;90 Santa Elena;Santa Elena - Sector Central;17/09/2019;Activa
405;Q. San Alejo - Nivel;-75.62004;6.14873;Sabaneta;Sector Central;;;;1/11/2019;Activa
406;El Plebiscito - Nivel;-75.62144;6.15227;Sabaneta;Sector Central;;;;1/11/2019;Activa
407;Jerico - Pluviografica;-75.78706;5.79349;Jerico;Sector Central;;;;5/11/2019;Activa
409;Extensometro Planta - Jerico;-75.78984;5.79312;Jerico;;;;;12/11/2019;Inactiva
410;Acelerometro  Planta - Jerico;-75.78984;5.79312;Jerico;;;;;12/11/2019;Inactiva
411;Extensometro Tanque - Jerico;-75.78935;5.79274;Jerico;;;;;13/11/2019;Inactiva
412;Alcaldia Taraza - Meteorologica;-75.40034;7.58075;Taraza;Sector Central;;;;18/11/2019;Activa
413;Bomberos Caucasia - Meteorologica;-75.17956;7.96742;Caucasia;Sector Central;;;;28/11/2019;Activa
414;Caucasia - Nivel;-75.18637;7.96985;Caucasia;Sector Central;;;;2/12/2019;Activa
416;Salada Parte Alta - Disdrometro;-75.61831;6.01689;Caldas;;;;Salada Parte Alta;11/12/2019;Activa
417;Santa Elena Radar - Disdrometro;-75.5276;6.1935;Medellin;;;90 Santa Elena;El Plan;11/12/2019;Activa
418;Montanita San Antonio - Pluviografica;-75.66603;6.19219;Medellin;;;80 San Antonio de Prado;Montanita;26/12/2019;Activa
419;Thies SENA Medellin - Meteorologica;-75.57444;6.25528;Medellín;San Benito;10 La Candelaria;;;26/12/2019;Activa
420;Pueblo Viejo - Pluviometro;-75.63792;6.14023;La Estrella;NULL;NULL;NULL;Pueblo Viejo;26/12/2019;Activa
421;CC Viva Envigado - Pluviografica;-75.59106;6.17685;Envigado;Las Vegas;;;;14/01/2020;Activa
422;Laguna Quitasol Digital- Humedad;-75.55571;6.35787;Bello;;;;Tierradentro;15/01/2020;Activa
423;Q. La Ayura - Los Naranjos -  Nivel;-75.58061;6.17044;Envigado;Los Naranjos;NULL;NULL;NULL;23/12/2019;Activa
424;Manga Arriba - Humedad;-75.45892;6.35169;Girardota;;;;Manga Arriba ;1/03/2020;Activa
425;Montanita San Antonio - Disdrometro;-75.66603;6.19219;Medellin;;;80 San Antonio de Prado;Montanita;13/02/2020;Activa
426;Unicentro -  Nivel Lidar;-75.5874;6.24;Medellin;Los Conquistadores;11 Laureles - Estadio;;;14/02/2020;Activa
427;Thies ITM Castilla - Meteorologica;-75.56912;6.29391;Medellin;Girardot;05 Castilla;;;20/02/2019;Activa
429;Perfilador de Viento - Pluviografica;-75.5899;6.2293;Medellin;Belen Las Playas;16 Belen;;;21/02/2020;Activa
430;Deprimido de Los Musicos - Nivel Lidar;-75.58181;6.24621;Medellin;Los Conquistadores;11 Laureles - Estadio;;;24/02/2020;Activa
431;Q. La Honda -  Sabaneta;-75.6063;6.15243;Sabaneta;Sector Central;;;;25/02/2020;Activa
432;Andalucia Caldas - Pluviografica;-75.62651;6.09259;Caldas;Andalucia;;;;27/02/2020;Activa
433;Salada Parte Alta - Pluviografica;-75.61831;6.01689;Caldas;;;;Salada Parte Alta;28/02/2020;Activa
434;Museo de Antioquia - Pluviografica;-75.56891;6.25242;Medellin;La Candelaria;10 La Candelaria;;;3/03/2020;Activa
435;Museo de Antioquia - Disdrometro;-75.56966;6.25277;Medellin;La Candelaria;10 La Candelaria;;;3/03/2020;Activa
436;Ancon 2 - Humedad Stevens;-75.48221;6.37749;Copacabana;;;;Ancon Norte;12/03/2020;Activa
437;Paradero Jalisco San Felix - Pluviografica;-75.597;6.31433;Bello;;;San Felix;El Carmelo;31/03/2020;Activa
438;La Clara - Temp Pluviografica ;-75.6187;6.042;Caldas;;;;La Clara;24/04/2020;Inactiva
439;La clara - Temp Lluvia;-75.6187;6.042;Caldas;;;;La Clara;23/12/2019;Inactiva
440;El 12 Taraza - Nivel;-75.30716;7.44811;Medellin;;;;El Doce;23/12/2019;Activa
441;Temp de agua Torre Siata - Pluviografica;-75.58864;6.25922;Medellin;Estadio;11 Laureles - Estadio;;;24/04/2020;Inactiva
442;Temp Quebrada larga - Pluviografica;-75.68567;6.20558;Medellin;;;80 San Antonio de Prado;Yarumalito;7/05/2020;Inactiva
443;Temp Quebrada larga - Temp Lluvia;-75.68567;6.20558;Medellin;;;80 San Antonio de Prado;Yarumalito;7/05/2020;Inactiva
444;Museo de Antioquia - Meteorologica;-75.56891;6.25242;Medellin;La Candelaria;10 La Candelaria;;;7/05/2020;Inactiva
445;Deprimido San Juan Con La 80 - Pluviografica;-75.60224;6.25038;Medellin;Lorena;11 Laureles - Estadio;;;8/05/2020;Activa
446;Deprimido Bulerias - Pluviografica;-75.5899;6.2395;Medellin;Laureles;11 Laureles - Estadio;;;5/05/2020;Activa
447;Deprimido San Juan Con Av Ferrocarril - Pluviografica;-75.57498;6.24598;Medellin;Guayaquil;10 La Candelaria;;;11/05/2020;Activa
448;Thies CASD - Meteorologica;-75.57523;6.29762;Medellin;Pedregal ;06 Doce Octubre;;;19/05/2020;Activa
449;Monterrey - Alcantarillado Lidar;-75.57565;6.21281;Medellin;Astorga;14 El Poblado;;;20/05/2020;Activa
450;Universidad Lasallista - Meteorologica;-75.63824;6.09955;Caldas;Sector Central;;;;28/05/2020;Activa
451;Heliodora - Pluviografica ;-75.58767;6.16083;Envigado;El Dorado;;;;3/07/2020;Activa
452;Puente Gabino - Pluviografica;-75.20589;6.55962;Yolombo;;;;El Caney;22/07/2020;Activa
453;Montanita -  Extensometro;-75.66599;6.19204;Medellín;;;80 San Antonio de Prado;Montanita;27/07/2020;Activa
454;Montanita - Acelerometro;-75.66599;6.19204;Medellín;;;80 San Antonio de Prado;Montanita;27/07/2020;Activa
455;Montanita - Humedad Stevens;-75.66601;6.19209;Medellín;;;80 San Antonio de Prado;Montanita;27/07/2020;Activa
456;Pluviometro Arenys de mar;-75.60666;6.27631;Medellin;Blanquizal;13 San Javier;;;31/07/2020;Activa
457;Ajizal;-75.6049;6.1936;Itagui;;;;Ajizal;8/09/2020;Activa
459;Animalx p1;-75.56523;6.22612;Medellin;San Diego ;10 La Candelaria;;;22/09/2020;Inactiva
460;Animalx p2;-75.56523;6.22612;Medellin;San Diego ;10 La Candelaria;;;22/09/2020;Inactiva
461;La Heliodora;-75.59019;6.16206;Envigado;El Dorado;;;;25/09/2020;Activa
463;San Cristobal;-75.65159;6.29647;Medellin;;;60 San Cristobal;El Llano ;2/10/2020;Inactiva
464;Cementos Argos;-75.54757;6.31737;Bello;;;;;2/10/2020;Activa
465;Cementos Argos 2;-75.54757;6.31737;Bello;;;;;2/10/2020;Activa
466;Argos Km1 Medellin-Bogota;-75.54531;6.31734;Bello;;;;Croacia;10/10/2020;Activa
467;Rio Taparto Cabecera;-75.96478;5.70378;Andes;;;Taparto;La Rochela;3/12/2020;Inactiva
468;Escuela Vereda la Rochela;-75.99578;5.69011;Betania;;;;La Rochela;3/12/2020;Inactiva
469;Rio Pavon ;-76.1334;6.24135;Urrao;;;;Pavon ;4/12/2020;Inactiva
470;El Hato Vereda Pavon ;-76.14869;6.18105;Urrao;;;;Pavon;4/12/2020;Inactiva
471;Escuela Capitan Pinzon Vereda Aguacates ;-76.05823;6.15161;Urrao;;;;Aguacates;5/12/2020;Inactiva
472;Puente Girardota;-75.45209;6.38016;Girardota;;;;Loma de los Ochoa;7/12/2020;Activa
473;Escuela Alto Medina - San Pedro;-75.54621;6.40072;San Pedro;;;;Alto Medina;7/12/2020;Inactiva
474;El Uvito San Cristobal;-75.64878;6.29142;Medellin;;;60 San Cristobal;El Uvito;9/12/2020;Activa
475;Reserva El Centello - Pluviografica;-75.84983;5.50493;Jardin;;;;Macanas;15/12/2020;Activa
476;Reserva El Centello - Disdrometro;-75.84991;5.50496;Jardín;;;;Macanas;16/12/2020;Activa
477;Tanque EPM Girardota;-75.44822;6.37343;Girardota;La Ferreria;;;;17/12/2020;Activa
478;Fiscalia General de la Nacion - Thies;-75.57373;6.26853;Medellin;Caribe;05 Castilla;;;17/12/2020;Activa
479;Q. La Iguana - San Cristobal;-75.63825;6.27683;Medellin;;;60 San Cristobal;San Cristobal - Sector Central;17/12/2020;Activa
481;Hospital La Estrella - Pluviografica;-75.64398;6.15546;La Estrella;La Chinca;;;;17/12/2020;Activa
482;Pluviometro Caracoli;-74.75528;6.41242;Caracoli;Clavellina;;;;29/12/2020;Inactiva
483;Q. La Picacha - Nivel Lidar;-75.58328;6.24208;Medellin;Conquistadores;11 Laureles - Estadio;;;14/01/2021;Activa
484;San Andres de Cuerquia - Pie de Cuesta;-75.6721;6.90747;San Andres de Cuerquia;;;;Pie de Cuesta;2/02/2021;Inactiva
485;MODEM_3G;-75.58864;6.25922;Medellin;;;;;2/02/2021;Inactiva
486;Escuela Sabanalarga - Cisneros;-75.10329;6.55965;Cisneros;;;;Alto de la Quiebra;4/02/2021;Inactiva
487;Rio Nus - Puente Sapo - Cisneros ;-75.11026;6.53663;Cisneros;;;;El Limon;9/02/2021;Inactiva
